featureid	Intercept	condition[T.NAT]
B9D2	-1.3551429842855889	0.5545218644813446
BAALC	-0.6740020846273858	-0.7249424399658295
BABAM1	0.972970690831902	0.1865127144531158
BACE1	1.3093808556649709	0.025848752088919014
BACE1-AS	-1.6252726649191338	-0.21678959744416204
BACE2	0.6642177964303535	0.06439996344603571
BACH1	0.5499223137948555	0.41438365561522517
BACH2	-1.184749755754705	0.4093347845748809
BAD	0.9716047907922309	0.33796990496672663
BAG1	1.1949411297891182	0.49531609398879084
BAG2	-0.43552413929962697	0.5800345001891998
BAG3	1.4189878369424367	0.22488403899230036
BAG4	-0.21590391148590804	0.46700931174315485
BAG5	1.0502625371072334	0.511416858263388
BAG6	2.6325732136819404	0.07428026778258356
BAHCC1	1.4877088929269355	-0.5340142192169282
BAHD1	1.3518150712106252	0.16099262816466364
BAI1	-1.3944853876974541	-0.9924797953888032
BAI2	-0.13197198857331038	0.02215552908934626
BAI3	-1.6436251734640575	-1.008101934365854
BAIAP2	1.175662603482964	-0.11834561245881048
BAIAP2L1	1.004631247625115	-0.025777930192575127
BAIAP2L2	-0.688287172212835	-1.5613210143371674
BAIAP3	-0.7883166407492119	-1.0682394446655366
BAK1	-0.5927120779898143	0.218953376837149
BAMBI	-2.085691366091009	-0.24926471131287542
BANF1	1.2333815957162422	0.595066076345816
BANK1	-0.043419513597724446	0.9264150319770721
BANP	-0.08298817624115706	-0.03852211850129095
BAP1	1.8528110648248237	-0.11861466782532659
BARD1	-1.9702552889730907	0.24799788577117
BARX1	-2.8653964136984325	-0.887707942895517
BARX2	-3.4106062983419854	0.6825529394821075
BASP1	0.03882130633330583	0.7165179310516265
BATF	-2.4002193545248467	0.7756566463188079
BATF2	-1.6322297190573174	0.5994761048034576
BATF3	-1.9739569758322197	-0.6211147250457856
BAX	0.6322911645028615	0.05918908698119196
BAZ1A	0.8108086253259223	-0.3311824740692231
BAZ1B	1.580148902044062	0.40138173682250056
BAZ2A	2.4065768684003395	-0.33561896698914495
BAZ2B	1.3377786542031789	0.12957919222868952
BBC3	-1.1271499728109813	-0.28205239193879095
BBIP1	-0.2960480784323192	0.23915851695097956
BBOX1	-0.24572936047577443	0.27862072569884333
BBS1	1.4210676814172292	0.40583003146208796
BBS10	-0.243792209520576	0.47730386836089167
BBS12	-0.340760621919868	0.6397494135574249
BBS2	1.1399340296838307	0.06630433184660944
BBS4	0.7179637814614797	0.026829963751211494
BBS5	0.5246108437631172	-0.21582650559388128
BBS7	-0.15691605557465138	0.06411386115111384
BBS9	0.5451613331887764	0.06319094283141169
BBX	1.3921663428399604	0.5800153074935821
BCAM	3.3048543001267943	0.27018237692870173
BCAN	-3.1565312479879815	-1.078125947885141
BCAP29	1.7517158652398628	0.5331618843749908
BCAP31	2.2137974763963246	0.4739892540649322
BCAR1	1.6059879923913503	-0.35737823861084905
BCAR3	0.3747101689431691	0.3913708983138946
BCAS1	-2.735843095674749	-1.6270434798523041
BCAS2	0.14046653758025407	0.8214424906448272
BCAS3	0.31816801081633983	0.3565546332076934
BCAS4	-1.1014305685903985	0.7946536002830413
BCAT1	-0.5936812495138621	-0.10789179223023382
BCAT2	0.8095318938348335	0.03367722613371882
BCCIP	0.7656054164025825	0.480932718344107
BCDIN3D	-1.577109727754829	0.8995273171142486
BCHE	-2.2844542597677666	-0.08241176026307073
BCKDHA	1.1992268229577565	0.5249159990028289
BCKDHB	0.13883050929045915	0.4554948864654449
BCKDK	0.9877870942208791	-0.03764354603730169
BCL10	-0.5219456290152049	0.8116505799964813
BCL11A	-1.5381611918356377	0.9211037812904266
BCL11B	-1.1472686861898858	0.7052615342811492
BCL2	1.5610581303689504	0.938393598623648
BCL2A1	-2.2013854121115184	0.8894188461975006
BCL2L1	1.735004093751673	0.04052854163207087
BCL2L11	1.2000459099862617	0.37218297106780085
BCL2L12	-0.252440366640327	-0.2510764540954682
BCL2L13	0.6941033269021535	0.6351912675575164
BCL2L2	1.5886743928048634	0.12644339186705622
BCL3	1.5604598189446968	-1.2043938578888032
BCL6	2.2757679189298177	-0.8757889212890717
BCL6B	0.5331478978250068	-0.6209893168731782
BCL7A	0.39300974856353044	0.4621270952896026
BCL7B	0.9848296309564155	0.35751391036070856
BCL7C	0.449841823682549	0.5728573857025054
BCL9	0.6912377739999336	0.471353655882254
BCL9L	1.777811017141108	-0.2672359885498139
BCLAF1	2.286747422322991	0.17526543719328913
BCO2	-0.7213889693167186	-0.3648236932083222
BCOR	1.0863712693307424	0.24031913859404597
BCORL1	0.5736697579476857	0.22558785063780817
BCORP1	-3.801641378298042	-1.5226976813598725
BCR	1.8432191277596974	0.11295366866148981
BCRP3	-1.6016053294088817	-0.9439923705383393
BCS1L	0.7535262967202705	-0.5577173175140473
BDH1	0.65864547739959	0.1469616947845367
BDH2	0.7104143763635182	0.23124921900786433
BDKRB1	-2.741328630342718	-0.3087636174484345
BDKRB2	-0.2753349875357127	0.9526737390235809
BDNF	-2.217483911409614	0.830944126673117
BDNF-AS1	-1.2823554610159373	0.6872378645614532
BDP1	1.1764969493005317	0.1334269104675201
BEAN1	-1.9954580401327568	-0.15464925187073675
BECN1	0.5722964669320625	0.5064674673751739
BEGAIN	-1.7699979876425243	-1.0792140902801606
BEND3	-1.502757463350532	0.30226457697905573
BEND4	-3.76787034024262	0.2715086994842437
BEND5	-0.8835112189199901	0.293068891592398
BEND7	0.42736181269622264	0.18354821784056696
BEST1	-1.426525983705755	-0.6003320159240815
BEST3	-4.934442911043401	-1.5752186717315766
BEST4	-2.575884256258247	-0.20821153538666692
BET1	-0.29262510289215804	0.6305261312202362
BET1L	1.5841686392877126	0.2654638348297027
BEX1	-0.2836345766928172	1.0520051775649932
BEX2	1.1288693810555976	0.692953473158255
BEX4	1.6398764515969777	0.7196948586181549
BEX5	-0.06360021580719533	0.42499554736174616
BFAR	0.7415759230706715	0.3453005610183624
BFSP1	-1.4153737162497002	0.4235180674270538
BFSP2	-4.018919381990667	0.9617832956985382
BGN	3.310972716912988	-0.8738517703338715
BHLHA15	-3.701543245210882	0.7496612725929168
BHLHB9	-0.6101295088674981	0.3744533119872955
BHLHE22	-2.2136983012106395	-0.3981331528946015
BHLHE40	2.6386543775651496	-0.5527558268829438
BHLHE41	1.5251818562600636	0.6829420386032012
BHMT	-2.609089765444036	-1.0567464770599457
BHMT2	0.9293930197808784	-0.39782177823029485
BICC1	-0.6922835444357354	-0.4765497388168427
BICD1	-0.729876193895576	0.3585053740219024
BICD2	0.9069556857202077	0.12979031188048396
BID	-0.3989535902883983	-0.09697400944672552
BIK	-2.438390645876165	0.9143704829887298
BIN1	1.2349426413629097	0.21342373473204646
BIN2	-1.201525125398872	0.28015089613951716
BIN3	0.4702595139596486	0.1776199398712066
BIRC2	1.0163011218164009	0.3197046576217559
BIRC3	-0.017802629366157063	0.7591283379272369
BIRC5	-2.8592404459860283	1.0197538791374114
BIRC6	1.808335449800257	0.2949590740875152
BIVM	0.08371767054534374	-0.1387417258545014
BLCAP	1.4305357600305104	0.2528325377181915
BLK	-1.3619898890402276	0.3106865940765289
BLM	-2.4662331675436473	0.6309093890861419
BLMH	0.5939873124215644	0.029552584715261787
BLNK	-0.3493460749533135	0.407928830213919
BLOC1S1	0.021964874372248033	0.516699319906607
BLOC1S2	0.2884961033914113	0.4197716770843414
BLOC1S3	-0.5748414133932567	0.2396067438796905
BLVRA	0.07209166537261247	0.5964535532668975
BLVRB	0.8263494635674977	0.5465086756423858
BLZF1	-0.5170384978201366	0.6079231558517364
BMF	1.2435958052728218	-0.0690778435989472
BMP1	1.654690113172295	-0.8518376292511078
BMP2	0.4691944981668037	1.5914086533860115
BMP2K	-0.15661803235077443	0.2608683167175201
BMP4	-0.3714417551901299	0.012197142668142646
BMP5	-2.30422392834687	-0.6016449870391938
BMP6	-1.582966241731878	-0.14355515854798284
BMP7	1.580402579412226	1.045545434780493
BMP8A	2.565379437312844	0.5207375941947845
BMP8B	-0.5002183054831004	0.35175753218688044
BMPER	-2.2199443911459404	-0.6876592578216645
BMPR1A	0.5046182538125539	0.41357911212004694
BMPR1B	-2.040542039766546	-0.6981742324157807
BMPR2	1.628336753949883	0.249678736753836
BMS1	1.0626531506631416	0.049654251165762275
BMS1P4	-1.0309702490713573	-0.6053731383606049
BMX	-1.336584482088325	-0.5838923396392914
BNC2	-0.4264964198019481	0.11760628802336726
BNIP1	-0.7579101656820733	0.4109901247695831
BNIP2	0.9694374466989082	-0.2769391478820893
BNIP3	0.3886843587014699	0.021044140882864326
BNIP3L	1.4587298298928761	0.3283692656234649
BNIPL	-0.15365162838959456	-0.686341279916391
BOC	1.465760793790583	-0.20560287850342718
BOD1	1.1333372260186696	0.14042378050841364
BOD1L	1.3837129736993337	0.26494730097807917
BOD1P	-2.008006009950874	1.0853234587386993
BOK	0.6718872452828926	0.16016638857878718
BOLA1	-0.5402194594290233	0.5789483247474578
BOLA3	-0.9751907919790721	0.5759394822791961
BOLA3-AS1	-1.6410822008993584	0.10154104811705622
BOP1	-1.347894582643745	-0.07111226933442083
BORA	-1.3969520663168407	0.11789703948058161
BPGM	-0.36975780476593734	0.46226406676329646
BPHL	-0.6714083289053399	0.37939775568999323
BPIFA1	-5.582791719331976	0.41751993281401667
BPIFB4	-4.5308064555075145	-1.2195215167327973
BPNT1	-0.07612935055756154	0.7943845449165252
BPTF	1.687763419255976	0.25520182234801325
BRAF	-0.9631406401541209	0.026872879095449775
BRAP	0.15725382815337596	0.44642615897215876
BRAT1	1.3327866459939521	-0.2282519282623383
BRCA1	0.05034812937712907	-0.15277790444336858
BRCA2	-2.642595682039495	0.48085797411955866
BRCC3	-0.2689785097982842	0.7689467726425079
BRD1	1.1677539015862965	0.020838147230520576
BRD2	3.1730984712693724	0.14340115172423396
BRD3	0.8380411530587697	0.2517418919280914
BRD4	1.8906669283959907	-0.2129912318512055
BRD7	0.16947802554107128	0.38397145850218806
BRD8	1.8330238128755116	-0.4144171418472382
BRD9	0.8751394415948415	-0.055767053536996514
BRE	0.46326812754607616	0.33004713637389216
BRF1	0.9560184146020436	-0.11848496811829534
BRF2	-0.5818752383139092	0.5974878726676849
BRI3	1.175722327337029	0.3341800032333282
BRI3BP	-2.5739068125631768	1.0835144279674438
BRIP1	-3.8544315432455516	0.759999519415274
BRIX1	0.05683692942595897	0.2777938900665191
BRK1	1.7646663452241462	0.5880625901893524
BRMS1	0.6926225091073555	0.36521864516295466
BRMS1L	-0.4328896140005565	0.29448617083586726
BROX	-0.5664071177389598	0.5987350402549652
BRP44	0.40388854990935563	0.4952338395790008
BRP44L	0.8491345311257881	0.4159406481460479
BRPF1	0.7771863604638618	0.0184158144668487
BRPF3	1.310759630307917	0.257686024732962
BRSK1	-1.384208116426704	-1.2453467788024994
BRSK2	-0.7624119852926707	-0.892109388284311
BRWD1	1.7791979576203865	-0.07804989235840765
BRWD3	0.7851954365823293	-0.4413329304977509
BSCL2	-1.4272994135763604	0.7692899165824798
BSDC1	1.6445939208123708	0.3132151423171905
BSG	3.1359840894792113	0.5070545135215667
BSN	-1.2675868605520701	-0.04115282910309759
BSPRY	1.2289212609384101	0.37401593310393366
BST1	-1.4705456828024364	-0.0874642075821015
BST2	0.8357139493081611	0.07668507678069147
BTAF1	1.8820182348344368	-0.7908842505737397
BTBD1	1.235187020406487	0.3889257965759185
BTBD10	-0.2082511519339043	0.2412694750503448
BTBD11	0.7939977313134712	0.6593543348983673
BTBD16	-2.781704339876411	-1.7410547675415131
BTBD19	-0.19462266911530257	-0.8371362628265473
BTBD2	1.7659146452996755	-0.006608003549203545
BTBD3	0.8275040055367988	-0.10894441025696722
BTBD6	0.9366652632806325	0.01889324767149958
BTBD7	1.1119292641732716	0.32529759985960993
BTBD9	0.13297423373198747	0.5946568904594329
BTC	-1.845513734712835	0.5743392167762664
BTD	-0.08325997342133107	0.9873814938739685
BTF3	1.945860710248711	0.9615376649574188
BTF3L4	0.29982646952605485	0.7157765684799102
BTF3P11	-1.8263153170492625	-3.968703741006479
BTG1	1.6349039937112373	0.4699797688201812
BTG2	2.158180501565697	1.487061761055216
BTG3	0.6322186852548164	0.31741190535582575
BTK	-1.5751031969931084	0.8459581194595245
BTLA	-3.0344475840475518	1.299832036919966
BTN2A1	0.9393003846261543	-0.4598026217743012
BTN2A2	-0.19344917286896468	0.08730006796874079
BTN2A3P	-1.7197255228903252	-0.7290003241821381
BTN3A1	0.7050610447976631	-0.10094892399750677
BTN3A2	0.7904003525826973	0.15730441195525202
BTN3A3	0.4918168450448537	0.07035983187712702
BTNL3	-3.1209358309652764	-1.3285355510040375
BTNL8	-2.2898301218893486	-0.8352978171630951
BTNL9	1.709187831983332	-1.9865527095123383
BTRC	0.44121440897917985	0.41041470152892146
BUB1	-2.910783681764837	1.0702066777423767
BUB1B	-2.764872465028999	0.8220982013420013
BUB3	1.1892041827294868	0.06772125346221003
BUD13	0.24914320956206737	0.27612257582701716
BUD31	0.3703761960122609	0.5894888697341827
BVES	-1.2054065798666436	-0.43669783490143743
BYSL	-0.6158503626730418	0.17928517443694147
BZRAP1	1.8818584347817922	-0.7616915644928071
BZW1	1.0490489865396047	0.38466537577666315
BZW2	1.197569933042292	0.2858544645980743
C10orf10	2.835111808285478	-1.3186776580139252
C10orf103	-1.6528262232687432	-0.9472861232086274
C10orf107	-2.891896161928413	0.7886630950645355
C10orf11	-0.7358688448812938	0.6901115833000091
C10orf114	-1.0922333334829784	0.5800176320747283
C10orf116	1.7555284763429189	0.31128657443083796
C10orf118	0.44770344744658885	0.5777846036628631
C10orf12	-1.7377103899862743	0.3605868874267486
C10orf125	-1.3923691843893504	0.0748273192123321
C10orf128	-1.6288346384909111	-0.6799080313964936
C10orf129	-2.9429835413839776	-0.6325948180481049
C10orf137	0.3205121422860646	-0.20856701748810735
C10orf140	-1.075008544817205	0.34867525679625544
C10orf2	-0.5604697798635918	0.16701591593779597
C10orf25	-1.8510474299337822	0.19787121398009333
C10orf26	2.0707376862618947	0.4455407915786651
C10orf28	0.12524351130462108	0.003578907080068916
C10orf32	0.9381098414514089	0.7814590392784027
C10orf35	-1.2419652079489207	0.6380580721572784
C10orf46	0.8979167605493092	0.15782535655058894
C10orf47	-0.2713455294516045	-0.04992508309327093
C10orf54	1.2428180838677925	0.044760709829702705
C10orf58	1.2494929696176094	0.23382688147582087
C10orf62	-5.0750922297384715	-1.736399644784555
C10orf68	-1.7799471949484325	-0.5942282618805024
C10orf71	-3.59800950039887	-1.6635699214264008
C10orf76	0.6783069039437795	0.14910483939208063
C10orf81	-3.8313345049765086	-1.1905507983490082
C10orf82	-1.8664392565634227	0.003115182943716377
C10orf88	-0.5645138358023143	0.03332245928801569
C10orf90	-3.5387333964254832	-0.3294436873718354
C10orf95	-2.269614610567329	0.06618846041716608
C11orf1	-0.5718614195730645	0.9107953367904571
C11orf10	0.7412850524041676	0.34570360762633356
C11orf2	1.9944504166696095	0.1791446266845611
C11orf20	-3.0385297869589287	0.3846335468963531
C11orf21	-2.0754040812399346	-0.3838177861496064
C11orf24	0.4344225789163154	-0.22994088547669378
C11orf30	0.521097984418633	-0.051046008042916924
C11orf31	1.2439692879769844	0.23833144290007624
C11orf35	0.7321940327737355	-1.5289425792022797
C11orf41	-2.882088098421333	-0.7057020606323334
C11orf45	-1.7841295336630303	0.4388066588119415
C11orf46	-0.10637560833954396	0.7803508697227386
C11orf48	0.3335295582864326	0.3234119473174957
C11orf49	0.5158291722390675	0.3219356594756988
C11orf51	-0.6676751707937676	0.7273423729614166
C11orf54	0.42207964907622575	0.6330079494193939
C11orf57	0.4162755871865773	0.5379025994018463
C11orf58	1.6970474387261891	0.5677567182258514
C11orf61	0.9225304986093068	-0.8914432467743012
C11orf63	-0.8181571101095635	0.4686336575225738
C11orf67	-0.21983924855255843	0.4774658737853912
C11orf68	0.7757205630395436	0.38207138163603815
C11orf70	-2.214602861299749	0.3297139464095977
C11orf71	-1.1302525137808281	0.6496685205177215
C11orf73	0.009976711377863268	-0.14951621907196966
C11orf74	-0.1020070647146678	0.7472956238464263
C11orf75	0.7382641697976631	0.2341830788329986
C11orf80	-0.8071998690512139	-0.1363162936493012
C11orf83	-0.4935583208944756	0.4497876225189117
C11orf84	0.08647808085418163	-0.16417264359436956
C11orf9	-1.9886921976950127	-0.23332082646332708
C11orf91	-3.430236253633735	-1.0180470885559174
C11orf92	-0.268483314409492	0.28918314559020075
C11orf93	-0.5572353934195018	0.01957667452849421
C11orf95	1.0112623835656684	-0.15615724938355413
C11orf96	1.7017594839189094	-1.379169935159311
C12orf10	0.646514024839167	0.5384559093192962
C12orf23	1.28068396101928	0.5749678669647125
C12orf26	-0.7680172060873467	0.21786678416289362
C12orf29	-0.3000010584738231	0.490964776106253
C12orf32	-0.2639576529409844	0.8428248224929717
C12orf34	-2.1556181048300225	0.1269295273498443
C12orf35	1.1632458830926442	0.11008871180571589
C12orf39	-1.470966730013128	1.1826011298374084
C12orf4	-0.13586703290009083	0.16923678500212702
C12orf43	-0.6284245585348582	0.49156147820509943
C12orf44	0.5686744118783498	0.5421713052467254
C12orf45	-1.0265480612661815	0.5808929858878997
C12orf47	-0.10394969929718556	-0.11104392426453558
C12orf49	1.3101480866525215	0.5083925185874847
C12orf5	-0.5818993185904002	0.06829274279631647
C12orf51	2.343099262819054	-0.41116058247528997
C12orf52	-0.06401196469330372	0.48507786376036677
C12orf53	-2.115321550264593	-0.7597234191223237
C12orf57	1.3769468928430122	0.40585816485442194
C12orf60	-2.295773420229194	-0.04342162030182806
C12orf61	-2.6883524989035106	1.0932731388286498
C12orf65	-0.42424550999664845	0.5767960010246185
C12orf66	-1.4785975550558543	0.654851323194876
C12orf68	-2.233389768495794	-0.7901084365173432
C12orf69	-2.4355677698996043	-0.030037754945382744
C12orf73	-0.9053129290487725	0.4122841416076568
C12orf75	-1.5136112307455498	0.004459029264822334
C12orf76	-0.49153867711090804	-0.02587448971711126
C13orf15	1.6678268576715016	-0.4866774024292084
C13orf33	1.0630021954629445	-1.1328236998840424
C14orf1	0.6650124455544972	0.6485998092368987
C14orf101	0.38224395762420116	0.17608786208189997
C14orf102	0.09057291995025096	0.17137563807524714
C14orf109	-0.41368833531403126	0.5327612219528106
C14orf118	-0.45252266873383284	-0.002109283380136162
C14orf119	0.7321097518060249	0.44154048544920954
C14orf126	-0.7148367499258477	0.5890693722442535
C14orf129	-0.5860997771170116	0.6615646539405731
C14orf132	-0.5328694914724803	-0.2135795296951386
C14orf133	0.3690205479714894	0.06599557978667292
C14orf135	0.7989416981790107	0.23195899111784968
C14orf142	-0.9467059706594902	0.658729976244345
C14orf149	0.10853728304839372	-0.9866239966674897
C14orf159	1.1305949355218452	0.3875050602630523
C14orf166	0.9256400729272389	0.5178524313644317
C14orf167	-0.044360790148017415	0.6337546168044952
C14orf169	-0.9372669791128594	0.7079127488807586
C14orf176	-0.8019832705404735	0.06004441363371882
C14orf180	-2.498456869020698	-1.0171675624176117
C14orf182	-3.6978639696981883	0.18013811690367731
C14orf2	0.9504524136636299	0.3765928803161529
C14orf21	-0.4150501822378594	0.27048457247771296
C14orf28	-0.7912379835989434	0.014033919401541084
C14orf37	-1.5971321200277764	0.5363756476119903
C14orf43	1.3230465317819142	-0.07043408768616644
C14orf45	-0.0010210608389353837	0.535852140016928
C14orf49	-1.0240539645102	-0.3219448270126435
C14orf55	-2.3644689654257256	-1.2193369807525727
C14orf79	0.42829450617766796	0.1429657993987945
C14orf80	-0.6045722102072215	0.10128462893523249
C14orf93	-0.06920066823029103	0.11229193789519343
C15orf17	1.8217619920823616	-0.4131135882660004
C15orf2	-1.5935606097128368	-1.4094848574920746
C15orf23	1.5786527062509084	-0.633656019143686
C15orf24	0.8044999505136037	0.4882808981613067
C15orf29	-0.07622591008209767	-0.12531816380463567
C15orf33	-1.775290403261419	0.7201137600616363
C15orf37	-1.8664263819601512	0.12483990771330866
C15orf38	-0.5552174185659844	0.5218135176376251
C15orf39	0.7430507804009956	0.14158952815093073
C15orf40	-0.3061067198660332	0.2345936356262115
C15orf41	-1.2379712199118096	0.11158907992400202
C15orf42	-2.3683804606344676	-0.1839997710510346
C15orf44	0.8516558075997853	0.28332818133391413
C15orf48	-2.9592846964743096	1.6273216365054992
C15orf52	2.458737414583924	-0.9053652228637787
C15orf56	-1.9173959826376414	0.5949422178939727
C15orf57	0.053212967023613444	0.514507895536795
C15orf58	-2.0572017763998467	0.556716090269461
C15orf59	-1.7848037814047313	-0.4706293286605927
C15orf61	-1.0147589777853465	0.3092424927429107
C15orf62	-1.2706760500814873	-0.9152040423675629
C16orf13	0.621442165479424	0.02207446677245173
C16orf3	-2.674250039949653	-1.0400659980102631
C16orf42	0.46201118479705094	0.43429840189971003
C16orf45	0.23880394946074723	-0.34276139157258
C16orf46	-0.20420351971649886	0.4557184038833526
C16orf48	0.728158083066706	-0.21715318577729192
C16orf5	0.9544551039788747	0.45313788039244685
C16orf52	0.21772321711516796	-0.15803157704316106
C16orf53	0.9237272406671071	0.4822616635040191
C16orf54	-2.485346231355903	1.4277857078389076
C16orf55	-1.1440619563009697	0.17173910719908747
C16orf57	1.0530026818368459	0.12654185874022517
C16orf58	1.9999740387055915	0.08194816691435847
C16orf62	1.1264421607110524	0.3337515650466827
C16orf7	0.7050611640069508	-0.5398693026825043
C16orf70	-0.03007546414398732	-0.05929910557709661
C16orf71	-2.1459893320944268	0.4564890919402984
C16orf72	0.9656695986840766	0.5398675261215118
C16orf74	-1.7736252879049736	0.6118042526916412
C16orf79	0.03794464121794938	-1.5185544432922455
C16orf80	0.33413180361724315	0.5803063569740203
C16orf82	-4.800995740785833	-2.6151547374054047
C16orf86	-0.9831246470358348	-0.1930864991470429
C16orf87	-1.5171956156637645	0.40221036059416804
C16orf88	-0.768726978197332	0.18391562087096247
C16orf89	2.3134722674939674	1.12904897911109
C16orf91	-0.9662188624288994	0.42681253535307917
C16orf93	-2.139828596010444	-0.6824037970825287
C17orf100	-1.354312333955999	0.2758541165069488
C17orf101	1.0947260523889106	0.2611101923660186
C17orf103	0.8822240496728444	0.261014824934378
C17orf107	-2.124036703005073	0.4176501093582061
C17orf108	0.38631376276946483	0.5416874943450836
C17orf109	0.880894866094355	-0.22193204777680364
C17orf28	1.1620610619638008	-0.49541699307404485
C17orf39	-0.04969469059967757	0.2992652712539581
C17orf48	-0.2942396735098338	-0.03616928475342718
C17orf51	-0.4536990260031182	-0.2702974023147675
C17orf56	1.3135536576364064	-1.3292498530670258
C17orf57	0.7367953921411079	-1.004963392190561
C17orf58	-0.8822299574758983	0.6074401198104766
C17orf59	-0.41956463803314925	0.25253880602873835
C17orf61	-0.28244749058747054	0.7172671018318084
C17orf62	1.3301549817178273	-0.22446333783112493
C17orf63	0.33114155779815135	0.31745935065306696
C17orf65	-0.22769776333832326	-0.23955642598114935
C17orf66	-3.7910670374777276	-1.3599007071777436
C17orf67	-2.2924803828146416	-1.1977720202728364
C17orf69	-0.48029414166473927	-0.6325697840972992
C17orf70	1.2639689112756276	-0.3884714783950898
C17orf72	-0.48989358891510726	0.11399329287566218
C17orf75	0.0984936619851613	0.5107443390563873
C17orf76-AS1	2.9464394117448363	0.7085437832549957
C17orf79	0.7112764979455495	0.6781739650443939
C17orf80	0.45769294749236344	0.4277495203689483
C17orf81	0.5678470994088674	0.3320032416061309
C17orf85	1.3755467797372383	-0.14216446297608343
C17orf89	-0.5473353003408867	0.4814856110290435
C17orf90	-0.3328975771810967	0.012817030973806709
C17orf96	-2.0722984408285594	0.047113662786856025
C17orf97	-0.6158842181112725	0.710184997148886
C18orf1	0.06282004366851268	0.17507279498137507
C18orf21	-0.8039177988913018	0.366855627127066
C18orf25	0.8739456797692817	0.19712353331603083
C18orf32	-2.084614667787788	0.47852409464873347
C18orf54	-1.7049197291281182	-0.23804211037598577
C18orf8	0.4754165078256154	-0.20746158974610296
C19orf10	1.150990810498957	0.41422534567870173
C19orf12	0.20947727213836131	0.10879397971190485
C19orf18	-2.033011827364204	-0.7712383212371918
C19orf24	0.38276323328948436	0.29461718184508356
C19orf25	0.539517011747126	0.2649074850753692
C19orf26	-2.027342233553169	-1.3167831839843842
C19orf29	0.4874006177041572	-0.2902657927795502
C19orf38	-3.3098754023458916	0.5836247859672454
C19orf42	1.0024438763711476	0.5502570925430206
C19orf43	1.7035193706605476	0.08634758574523005
C19orf44	-0.11594263066315236	-0.12520384209595647
C19orf46	0.011026229963068346	0.07305896861113581
C19orf47	-0.3336354826834178	0.32404900176085505
C19orf48	0.9506554270837331	0.3959288654998687
C19orf51	-1.3680748080160576	0.23128581625975642
C19orf52	-0.7537383173849541	0.15158141238249812
C19orf53	1.0490816498849433	0.5118411241248992
C19orf54	0.10000761996245622	-0.10967575924836126
C19orf55	-0.12485137928986312	-0.5876862944885346
C19orf57	-2.4252552126791436	-0.2714377583786103
C19orf59	-3.0166973208334404	-1.9344811381622407
C19orf6	2.948245313272241	-0.8297045172973725
C19orf60	0.49750980387664256	-0.42641555684052435
C19orf63	2.304052051410439	0.5955423770622161
C19orf66	1.0273886586282295	-0.5284740866943451
C19orf70	0.47859915743804216	0.400909787245169
C19orf71	0.12508782397246598	-1.0532836856170746
C19orf76	-1.4903258417990184	-1.5781416835113617
C19orf79	-0.8257822131063914	1.1768689213470367
C19orf80	-2.8038181399252373	-2.1096332015319916
C1D	-0.35112443913483204	0.3684803305343536
C1GALT1	0.3843899632546943	0.40596926791228327
C1GALT1C1	-0.05799427975678029	0.624565428324118
C1orf101	-1.5426577662374932	-0.33487879651032415
C1orf109	-0.2702025507833934	0.31889808756865534
C1orf112	-1.029276523485418	-0.13220881836853948
C1orf115	0.9453876877877736	0.4728695212081817
C1orf116	-0.11868349064850392	0.6577299295143035
C1orf122	0.5337074662301582	0.035953289099111885
C1orf123	0.8271774912927174	0.18827236277617487
C1orf124	-0.8903013800528008	0.38515174967803034
C1orf126	-2.931456479921577	-0.510849827699289
C1orf130	-1.1631087397482354	0.7316089926437286
C1orf131	-0.5801588629629588	0.026395326681509346
C1orf133	-1.810383233919378	0.6403628049568084
C1orf144	1.9056474233720326	0.395829802580252
C1orf158	-4.318876657381292	1.4772869909331945
C1orf159	0.09542950640654801	-0.91892265694581
C1orf162	-0.3870071505453545	-0.1448823155685517
C1orf168	-2.196689042940374	0.19972038847960505
C1orf170	-2.694994363680122	-0.9328887404724213
C1orf172	-0.17639842976593734	0.5087232647613433
C1orf174	0.46283444415068864	-0.1331499757095429
C1orf182	-3.345131788149116	-0.5305962504669282
C1orf186	-1.5706609820272899	0.4111033735946563
C1orf192	-1.1181029414083934	0.7473890839294342
C1orf198	1.8152131701562428	0.010545378752127021
C1orf201	-0.57758131970429	0.46197033507384333
C1orf204	-1.307183656587835	-0.39959012883149114
C1orf21	0.6993816758248848	-0.3839638175293061
C1orf210	0.01772078524566112	0.5176089463905242
C1orf212	0.641288604840998	0.1421864090637115
C1orf213	0.023568716153862468	-0.9309990348144623
C1orf216	-0.08932629574799122	-0.3667179288192841
C1orf220	-1.7243346308615184	-0.8320071639343354
C1orf226	-1.7934383486654735	0.2324900685027984
C1orf228	-1.7339567278768993	-0.4001802148147675
C1orf233	-0.7562915419485545	0.6620301066116241
C1orf27	0.8007485533807301	0.30524921996153864
C1orf31	-0.8133010004904246	0.6602414904312042
C1orf35	0.21989640246367692	-0.1264649571701142
C1orf38	0.25885828982329784	0.4794598875717071
C1orf43	1.849047269925837	0.4908126054481414
C1orf50	-0.9998518561270213	0.28507078272856745
C1orf51	-0.6119910811331248	-0.02383314984284368
C1orf52	0.14286264430022655	-0.2386511506363007
C1orf54	-1.0524899100210643	-0.014418715409860283
C1orf55	0.3078921700570607	0.5215013085082916
C1orf56	-0.40619197834991994	0.4923179207519439
C1orf63	2.136289622888329	-1.1678907813354584
